,Company Name,Industry,Symbol,Series,ISIN Code
55,BSE Ltd.,Financial Services,BSE,EQ,INE118H01025
56,Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010
57,Bajaj Finance Ltd.,Financial Services,BAJFINANCE,EQ,INE296A01024
58,Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV,EQ,INE918I01026
59,Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG,EQ,INE118A01012
60,Balaji Amines Ltd.,Chemicals,BALAMINES,EQ,INE050E01027
61,Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026
62,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028
63,Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014
64,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
65,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016
66,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014
67,Bata India Ltd.,Consumer Durables,BATAINDIA,EQ,INE176A01028
68,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022
69,Berger Paints India Ltd.,Consumer Durables,BERGEPAINT,EQ,INE463A01038
70,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026
71,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
72,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
73,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026
74,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
75,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024
76,Bharti Hexacom Ltd.,Telecommunication,BHARTIHEXA,EQ,INE343G01021
77,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023
78,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013
79,Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012
80,Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035
81,Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017
82,Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039
83,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025
84,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
85,Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019
86,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
87,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023
88,CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022
89,CESC Ltd.,Power,CESC,EQ,INE486A01021
90,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
91,CIE Automotive India Ltd.,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010
92,CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025
93,Campus Activewear Ltd.,Consumer Durables,CAMPUS,EQ,INE278Y01022
94,Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020
95,Canara Bank,Financial Services,CANBK,EQ,INE476A01022
96,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026
97,Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01042
98,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034
99,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027
100,Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020
101,Cello World Ltd.,Consumer Durables,CELLO,EQ,INE0LMW01024
102,Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010
103,Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011
104,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021
105,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017
106,Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016
107,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013
108,Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS,EQ,INE488A01050
109,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016
110,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033
111,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024
112,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026
113,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021
114,Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023
115,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
116,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,BE,INE704P01025
117,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01017
118,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
119,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012
120,Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029
121,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025
122,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
123,Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017
124,CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010
125,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON,EQ,INE299U01018
126,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
127,Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020
128,DLF Ltd.,Realty,DLF,EQ,INE271C01023
129,DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012
130,Dabur India Ltd.,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026
131,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025
132,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010
133,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019
134,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029
135,Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028
136,Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023
137,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024
138,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020
139,Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024
140,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01023
141,E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031
142,EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023
143,Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001026
144,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
145,Elecon Engineering Co. Ltd.,Capital Goods,ELECON,EQ,INE205B01031
146,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027
147,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
148,Emcure Pharmaceuticals Ltd.,Healthcare,EMCURE,EQ,INE168P01015
149,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037
150,Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028
151,Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018
152,Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024
153,Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014
154,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
155,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029
156,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
157,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015
158,Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026
159,Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022
160,Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024
161,Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012
162,Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021
163,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013
164,G R Infraprojects Ltd.,Construction,GRINFRA,EQ,INE201P01022
165,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
166,GE T&D India Ltd.,Capital Goods,GET&D,BE,INE200A01026
167,GMR Airports Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039
168,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011
169,General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014
170,Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010
171,Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023
172,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016
173,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
174,Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031
175,Go Digit General Insurance Ltd.,Financial Services,GODIGIT,EQ,INE03JT01014
176,Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01039
177,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028
178,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,GODREJAGRO,EQ,INE850D01014
179,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
180,Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035
181,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027
182,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020
183,Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025
184,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
185,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
186,Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023
187,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030
188,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
189,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030
190,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031
191,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
192,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014
193,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025
194,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010
195,H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016
196,HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER,EQ,INE292B01021
197,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027
198,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
199,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
200,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014
201,HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028
202,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012
203,Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034
204,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
205,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026
206,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
207,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
208,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
209,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
210,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
211,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
212,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
213,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025
214,Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028
215,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010
216,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
217,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
218,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017
219,ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019
220,ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038
221,IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015
222,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
223,IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010
224,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024
225,INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034
226,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022
227,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021
228,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
229,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017
230,Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017
231,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012
232,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016
233,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
234,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
235,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
236,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
237,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
238,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
239,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010
240,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016
241,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027
242,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017
243,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
244,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01024
245,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
246,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011
247,Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017
248,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
249,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038
250,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036
251,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
252,JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044
253,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032
254,JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042
255,JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023
256,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018
257,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
258,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
259,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018
260,Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041
261,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032
262,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021
263,Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
264,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
265,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
266,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018
267,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033
268,Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016
269,Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018
270,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031
271,Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024
272,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
273,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
274,KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029
275,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
276,KSB Ltd.,Capital Goods,KSB,EQ,INE999A01023
277,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036
278,Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022
279,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
280,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024
281,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
282,Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012
283,Kec International Ltd.,Construction,KEC,EQ,INE389H01022
284,Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010
285,Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,EQ,INE732A01036
286,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010
287,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028
288,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025
289,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
290,L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
291,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
292,LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019
293,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
294,Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011
295,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
296,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018
297,Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017
298,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
299,Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032
300,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
301,MMTC Ltd.,Services,MMTC,EQ,INE123F01029
302,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
303,Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029
304,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
305,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025
306,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
307,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
308,Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018
309,Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027
310,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
311,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
312,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
313,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
314,Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021
315,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
316,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
317,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012
318,Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021
319,Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020
320,Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021
321,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
322,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
323,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
324,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035
325,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
326,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
327,NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
328,NCC Ltd.,Construction,NCC,EQ,INE868B01028
329,NHPC Ltd.,Power,NHPC,EQ,INE848E01016
330,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
