Ticker,Sector,Industry
DCMNVL,XC - CODI,XC - TXT
DIGJAMLMTD,XC - CODI,XC - TXT
DONEAR,XC - CODI,XC - TXT
EASTSILK,XC - CODI,XC - TXT
ESSENTIA,XC - CODI,XC - TXT
EUROTEXIND,XC - CODI,XC - TXT
FILATEX,XC - CODI,XC - TXT
FLEXITUFF,XC - CODI,XC - TXT
GANECOS,XC - CODI,XC - TXT
GANGOTRI,XC - CODI,XC - TXT
GARFIBRES,XC - CODI,XC - TXT
GBGLOBAL,XC - CODI,XC - TXT
GILLANDERS,XC - CODI,XC - TXT
GINNIFILA,XC - CODI,XC - TXT
GLOBE,XC - CODI,XC - TXT
GOKEX,XC - CODI,XC - TXT
GRETEX,XC - CODI,XC - TXT
GTNIND,XC - CODI,XC - TXT
GTNTEX,XC - CODI,XC - TXT
HIMATSEIDE,XC - CODI,XC - TXT
ICIL,XC - CODI,XC - TXT
INDIANCARD,XC - CODI,XC - TXT
INDORAMA,XC - CODI,XC - TXT
INDTERRAIN,XC - CODI,XC - TXT
IRISDOREME,XC - CODI,XC - TXT
JAIPURKURT,XC - CODI,XC - TXT
JAKHARIA,XC - CODI,XC - TXT
JBFIND,XC - CODI,XC - TXT
JETKNIT,XC - CODI,XC - TXT
JINDCOT,XC - CODI,XC - TXT
JINDWORLD,XC - CODI,XC - TXT
KCK,XC - CODI,XC - TXT
KITEX,XC - CODI,XC - TXT
KPRMILL,XC - CODI,XC - TXT
LAGNAM,XC - CODI,XC - TXT
LAMBODHARA,XC - CODI,XC - TXT
LAXMICOT,XC - CODI,XC - TXT
LEMERITE,XC - CODI,XC - TXT
LIBAS,XC - CODI,XC - TXT
LOVABLE,XC - CODI,XC - TXT
LUXIND,XC - CODI,XC - TXT
MALLCOM,XC - CODI,XC - TXT
MANDHANA,XC - CODI,XC - TXT
MARALOVER,XC - CODI,XC - TXT
MHHL,XC - CODI,XC - TXT
MITTAL,XC - CODI,XC - TXT
MOHITIND,XC - CODI,XC - TXT
MOHOTAIND,XC - CODI,XC - TXT
MONTECARLO,XC - CODI,XC - TXT
MORARJEE,XC - CODI,XC - TXT
NAGREEKEXP,XC - CODI,XC - TXT
NAHARINDUS,XC - CODI,XC - TXT
NAHARPOLY,XC - CODI,XC - TXT
NAHARSPING,XC - CODI,XC - TXT
NDL,XC - CODI,XC - TXT
NEH,XC - CODI,XC - TXT
NITINSPIN,XC - CODI,XC - TXT
ORBTEXP,XC - CODI,XC - TXT
PAGEIND,XC - CODI,XC - TXT
PASHUPATI,XC - CODI,XC - TXT
PATSPINLTD,XC - CODI,XC - TXT
PDSL,XC - CODI,XC - TXT
PGIL,XC - CODI,XC - TXT
PIONEEREMB,XC - CODI,XC - TXT
PRECOT,XC - CODI,XC - TXT
RAJVIR,XC - CODI,XC - TXT
RAYMOND,XC - CODI,XC - TXT
RELCHEMQ,XC - CODI,XC - TXT
RSWM,XC - CODI,XC - TXT
RUBYMILLS,XC - CODI,XC - TXT
RUPA,XC - CODI,XC - TXT
SALONA,XC - CODI,XC - TXT
SANGAMIND,XC - CODI,XC - TXT
SARLAPOLY,XC - CODI,XC - TXT
SBC,XC - CODI,XC - TXT
SELMC,XC - CODI,XC - TXT
SGL,XC - CODI,XC - TXT
SHIVATEX,XC - CODI,XC - TXT
SIIL,XC - CODI,XC - TXT
SINTEX,XC - CODI,XC - TXT
SIYSIL,XC - CODI,XC - TXT
SKSTEXTILE,XC - CODI,XC - TXT
SKUMARSYNF,XC - CODI,XC - TXT
SOMATEX,XC - CODI,XC - TXT
SORILINFRA,XC - CODI,XC - TXT
SPAL,XC - CODI,XC - TXT
SPENTEX,XC - CODI,XC - TXT
SPLIL,XC - CODI,XC - TXT
SPYL,XC - CODI,XC - TXT
SRF,XC - CODI,XC - TXT
SUMEETINDS,XC - CODI,XC - TXT
SUPERHOUSE,XC - CODI,XC - TXT
SUPERSPIN,XC - CODI,XC - TXT
SURYALAXMI,XC - CODI,XC - TXT
SUTLEJTEX,XC - CODI,XC - TXT
SUULD,XC - CODI,XC - TXT
SVPGLOB,XC - CODI,XC - TXT
SWANENERGY,XC - CODI,XC - TXT
SWARAJ,XC - CODI,XC - TXT
TCNSBRANDS,XC - CODI,XC - TXT
THOMASCOTT,XC - CODI,XC - TXT
TRIDENT,XC - CODI,XC - TXT
TTL,XC - CODI,XC - TXT
UNITEDPOLY,XC - CODI,XC - TXT
VARDHACRLC,XC - CODI,XC - TXT
VARDMNPOLY,XC - CODI,XC - TXT
VCL,XC - CODI,XC - TXT
VERA,XC - CODI,XC - TXT
VINNY,XC - CODI,XC - TXT
VIPCLOTHNG,XC - CODI,XC - TXT
VISHAL,XC - CODI,XC - TXT
VIVIDHA,XC - CODI,XC - TXT
VTL,XC - CODI,XC - TXT
WEIZMANIND,XC - CODI,XC - TXT
WELSPUNIND,XC - CODI,XC - TXT
ZENITHEXPO,XC - CODI,XC - TXT
